transaction_id,product_name,product_category,quantity,unit_price,total_price,customer_name,customer_email,purchase_date,payment_method,City,Order_status
369,Roasted Red Pepper Sauce,Food - Sauces,53,99.73,469.6,Nannette Aubery,nauberya8@columbia.edu,7/26/2026,credit card,Mumbai,returned
370,Lockable Bicycle Chain,Outdoor,92,56.12,104.67,Glenine Pesticcio,gpesticcioa9@merriam-webster.com,2/19/2021,credit card,Jaipur,pending
371,Graphic Hoodie,Clothing - Outerwear,96,91.78,528.77,Sherman Binnes,sbinnesaa@hubpages.com,2/7/2023,Cash,Lucknow,delivered
372,Crew Neck Sweater,Clothing - Sweaters,33,10.77,587.18,Gil Paolini,gpaoliniab@vimeo.com,6/11/2022,Google Pay,Delhi,delivered
373,LED Christmas Tree Lights,Home,42,69.3,579.65,Elinore Crossfield,ecrossfieldac@tumblr.com,2/24/2021,Gift card,Lucknow,cancelled
374,Snap-On Tupperware Set,Kitchen,88,68.39,329.98,Kermy Gurden,kgurdenad@liveinternet.ru,4/3/2026,credit card,Delhi,on hold
375,Athletic Jogging Jacket,Clothing - Outerwear,70,79.05,406.02,Terrell Salack,tsalackae@aboutads.info,4/16/2021,Cash,Delhi,processing
376,High-Quality Yoga Block,Fitness,92,17.8,484.84,Nester Tunniclisse,ntunniclisseaf@godaddy.com,7/29/2025,PayPal,Lucknow,shipped
377,Organic Quinoa Salad,Food - Prepared Meals,61,87.31,105.0,Erin Zukerman,ezukermanag@deliciousdays.com,7/10/2023,Google Pay,Delhi,refunded
378,Chili Garlic Sauce,Food - Condiments,54,57.61,372.79,Trudy McErlaine,tmcerlaineah@thetimes.co.uk,5/15/2025,Apple Pay,Hyderabad,returned
379,Chia Seed Pudding Mix,Food - Breakfast,57,75.03,852.42,Almeda Hallford,ahallfordai@1688.com,12/1/2024,Apple Pay,Bangalore,pending
380,Wireless Charging Station,Electronics,67,23.3,813.79,Stefanie Josskowitz,sjosskowitzaj@examiner.com,1/3/2026,PayPal,Lucknow,refunded
381,Car Trash Can,Automotive,22,33.87,891.65,Jillana Skewes,jskewesak@zdnet.com,1/14/2021,Cash,Mumbai,on hold
382,Beef Jerky,Food - Snacks,10,89.86,725.02,Cory Segges,cseggesal@theatlantic.com,10/9/2025,Gift card,Delhi,pending
383,Organic Whole Grain Oats,Food - Breakfast,9,73.42,305.12,Jesselyn Parffrey,jparffreyam@adobe.com,10/23/2026,PayPal,Mumbai,cancelled
384,BBQ Sauce,Food - Condiments,29,51.51,713.06,Agretha Healy,ahealyan@tumblr.com,7/24/2022,Gift card,Hyderabad,processing
385,Organic Baby Carrots,Food - Fresh Produce,87,44.14,590.95,Xaviera Ousley,xousleyao@weibo.com,9/13/2021,Cash,Pune,cancelled
386,Maple Almond Butter,Food - Nut Butters,17,15.43,948.86,Tuesday Manion,tmanionap@stumbleupon.com,5/4/2024,Apple Pay,Ahmedabad,pending
387,Blackberry Compote,Food - Condiments,10,39.77,909.2,Lorenza Follin,lfollinaq@omniture.com,1/27/2022,Gift card,Delhi,pending
388,Compact Refrigerator,Home Appliances,60,58.2,889.99,Merrill Rackam,mrackamar@usnews.com,4/24/2023,Cash,Chennai,shipped
389,Weighted Jump Rope with Counter,Fitness,76,37.78,306.63,Shelli Edon,sedonas@domainmarket.com,3/20/2026,Google Pay,Jaipur,processing
390,Pet Nail Clipper,Pets,12,4.61,406.38,Gill Syde,gsydeat@addthis.com,10/8/2021,Cash,Pune,on hold
391,Beef Stew Meat,Food - Meat,25,6.5,497.28,Drugi Sollner,dsollnerau@bizjournals.com,3/18/2026,Gift card,Chennai,shipped
392,Lemonade Mix,Food - Beverages,69,87.95,682.41,Grethel Gorry,ggorryav@goo.ne.jp,1/12/2023,PayPal,Pune,cancelled
393,Reversible Swimming Pool Lounger,Outdoor,79,22.6,833.11,Noelle Allaker,nallakeraw@multiply.com,8/19/2022,Apple Pay,Kolkata,delivered
394,High-Top Leather Boots,Clothing - Footwear,81,3.0,876.09,Taber Salomon,tsalomonax@usnews.com,1/3/2022,Google Pay,Hyderabad,shipped
395,Body Wash,Beauty,39,4.07,480.0,Krissy Kelinge,kkelingeay@amazon.co.uk,8/28/2025,Gift card,Bangalore,cancelled
396,Outdoor Mosquito Repellent Lantern,Outdoor,45,95.54,365.89,Ketty Haisell,khaisellaz@comcast.net,2/22/2020,credit card,Lucknow,pending
397,Habanero Hot Sauce,Food - Condiments,84,10.14,234.08,Garry Corbet,gcorbetb0@ustream.tv,11/30/2025,credit card,Hyderabad,processing
398,Mango Chia Pudding,Food - Snacks,24,55.49,340.09,Pincus Hayhurst,phayhurstb1@skype.com,1/23/2025,Cash,Chennai,cancelled
399,Electric Hot Pot,Kitchen,58,72.58,53.78,Crystie Foukx,cfoukxb2@comcast.net,2/22/2022,Apple Pay,Lucknow,returned
400,Frozen Berry Blend,Food - Frozen Foods,62,20.09,786.95,Leonardo Willgoss,lwillgossb3@yolasite.com,3/7/2026,Google Pay,Chennai,cancelled
401,Cranberry Pecan Granola,Food - Breakfast Foods,40,12.35,432.69,Nolan Goddman,ngoddmanb4@netlog.com,4/8/2021,Google Pay,Lucknow,processing
402,Cinnamon Apple Sauce,Food - Canned Goods,66,98.17,846.43,Wittie Ellingford,wellingfordb5@sakura.ne.jp,3/11/2025,Gift card,Ahmedabad,backordered
403,Natural Fruit Snacks,Food - Snacks,80,6.44,112.55,Augusto Gear,agearb6@about.com,11/2/2024,Gift card,Hyderabad,returned
404,Smart LED Light Strip,Home,31,52.45,136.55,Kassey Greenwood,kgreenwoodb7@hibu.com,10/2/2025,Cash,Mumbai,pending
405,Sparkling Blood Orange Soda,Food - Beverages,48,32.8,983.97,Hailee Crowson,hcrowsonb8@creativecommons.org,1/26/2025,PayPal,Lucknow,pending
406,Scented Soy Candles,Home,42,8.72,533.53,Carlynne Coit,ccoitb9@newsvine.com,2/3/2024,Google Pay,Mumbai,delivered
407,Two-Tier Fruit Basket,Home,22,14.32,141.74,Sheridan Axton,saxtonba@biglobe.ne.jp,12/14/2024,credit card,Lucknow,returned
408,Ginger Snaps,Food - Confectionery,1,32.44,91.1,Henry Stabbins,hstabbinsbb@webs.com,2/27/2023,Apple Pay,Kolkata,delivered
409,Canned Sardines,Food - Seafood,17,50.56,666.82,Zia Matejic,zmatejicbc@squarespace.com,1/21/2022,Gift card,Hyderabad,completed
410,Ergonomic Gaming Chair,Gaming,42,6.89,491.36,Etan Dobble,edobblebd@twitpic.com,7/14/2022,Gift card,Lucknow,pending
411,Vegan Mayonnaise,Food - Condiments,58,83.37,674.75,Beatrice Fouldes,bfouldesbe@multiply.com,11/16/2023,Apple Pay,Bangalore,returned
412,Photo Album,Home,37,97.09,855.22,Zechariah Dods,zdodsbf@free.fr,8/6/2021,Apple Pay,Ahmedabad,processing
413,Tennis Racket,Fitness,55,18.46,951.38,Clayton Attack,cattackbg@usatoday.com,12/29/2025,Cash,Mumbai,delivered
414,Organic Granola,Food - Breakfast,60,25.64,319.01,Winthrop Curragh,wcurraghbh@amazon.com,2/27/2025,Gift card,Lucknow,backordered
415,Spaghetti Squash,Food - Produce,81,45.03,357.22,Padget Hubner,phubnerbi@salon.com,9/26/2026,Cash,Jaipur,delivered
416,Creative Puzzle Game,Toys,43,33.88,934.31,Fabe Joesbury,fjoesburybj@weibo.com,8/11/2020,Apple Pay,Kolkata,delivered
417,Electric Griddle with Lid,Kitchen,89,79.26,698.71,Chase Sennett,csennettbk@marriott.com,1/28/2025,Gift card,Kolkata,completed
418,Peanut Butter Chocolate Chip Bars,Food - Snacks,52,94.26,774.36,Tresa Novill,tnovillbl@51.la,1/27/2022,credit card,Jaipur,backordered
419,Travel Shoe Bags Set,Travel,5,30.54,893.82,Earle Billiard,ebilliardbm@howstuffworks.com,8/4/2022,credit card,Ahmedabad,shipped
420,Caramelized Onion Dip Mix,Food - Snacks,79,80.83,245.87,Willem Royse,wroysebn@mail.ru,7/3/2022,PayPal,Mumbai,delivered
421,Wireless Security Camera,Home,73,91.78,238.7,Fidela Trever,ftreverbo@stumbleupon.com,4/30/2024,PayPal,Hyderabad,shipped
422,Buffalo Cauliflower Bites,Food - Freezer,86,32.96,508.26,Calv Yude,cyudebp@si.edu,6/12/2022,Apple Pay,Delhi,completed
423,Chocolate Avocado Pudding,Food - Desserts,76,8.19,749.46,Nanine Sparhawk,nsparhawkbq@techcrunch.com,11/22/2022,Apple Pay,Jaipur,completed
424,Dried Fruit Medley,Food - Snacks,32,66.41,117.73,Bridie Crann,bcrannbr@networksolutions.com,3/27/2023,credit card,Hyderabad,completed
425,Smoked Gouda Cheese,Food - Dairy,83,8.59,248.9,Arluene Mc Faul,amcbs@examiner.com,11/9/2023,credit card,Chennai,delivered
426,Beach Cover-Up,Clothing - Swimwear,31,82.89,902.59,Caye Waadenburg,cwaadenburgbt@weather.com,4/18/2021,Google Pay,Pune,on hold
427,Kids' Building Blocks,Toys,58,50.87,864.53,Joachim Corrigan,jcorriganbu@cdc.gov,4/13/2025,PayPal,Mumbai,on hold
428,Blender Bottle,Fitness,49,46.31,756.9,Drucy Ussher,dussherbv@w3.org,1/8/2025,Google Pay,Hyderabad,processing
429,Oven-Baked Sweet Potato Fries,Food - Frozen Foods,36,59.59,992.61,Tiffi Rubinow,trubinowbw@google.ca,5/4/2022,Gift card,Ahmedabad,delivered
430,Tofu,Food - Meat Alternatives,88,89.78,681.14,Carlita Lemm,clemmbx@si.edu,3/24/2024,Gift card,Pune,delivered
431,Garlic Butter Shrimp,Food - Seafood,17,33.98,315.04,Stuart Cordova,scordovaby@smh.com.au,6/26/2022,PayPal,Hyderabad,delivered
432,Feta Cheese,Food - Dairy,1,3.02,677.08,Gerianna Danzey,gdanzeybz@aboutads.info,6/3/2024,Apple Pay,Ahmedabad,delivered
433,Organic Chia Seeds,Food - Health Foods,10,29.92,956.76,Myrtice Lahive,mlahivec0@squidoo.com,10/26/2022,Apple Pay,Bangalore,returned
434,Garden Hose Reel,Garden,5,1.64,283.6,Jaimie Hanlin,jhanlinc1@imdb.com,10/11/2026,PayPal,Lucknow,returned
435,DIY Lip Balm Making Kit,Crafts,30,35.43,871.24,Kilian Bour,kbourc2@biglobe.ne.jp,4/28/2020,PayPal,Bangalore,shipped
436,Lemon Herb Quinoa,Food - Grains,40,81.0,93.09,Al Wrankmore,awrankmorec3@theatlantic.com,9/8/2020,Google Pay,Lucknow,processing
437,Pet Safety Harness,Pets,23,53.05,216.72,Tarrah Grumbridge,tgrumbridgec4@theglobeandmail.com,8/20/2021,PayPal,Chennai,cancelled
438,Pineapple Teriyaki Chicken Mix,Food - Meat,97,48.04,691.36,Ev Sinkings,esinkingsc5@ox.ac.uk,6/21/2021,credit card,Ahmedabad,backordered
439,Camping Chair with Cooler,Outdoor,71,31.73,449.53,Elicia Poone,epoonec6@cocolog-nifty.com,6/25/2024,credit card,Jaipur,processing
440,Smartphone Hand Grip,Accessories,13,57.04,536.59,Gustaf Kinneir,gkinneirc7@facebook.com,3/9/2020,Apple Pay,Kolkata,refunded
441,Sweet Chili Sauce,Food - Condiments,31,41.5,539.27,Cecil Etherton,cethertonc8@ebay.com,1/28/2021,credit card,Lucknow,shipped
442,Maple Bacon Popcorn,Food - Snacks,71,48.77,408.11,Joane Lourens,jlourensc9@posterous.com,12/3/2020,Cash,Ahmedabad,pending
443,Wall-Mounted Spice Rack,Kitchen,5,62.72,537.06,Antonia Bosman,abosmanca@cnbc.com,5/17/2022,Apple Pay,Chennai,refunded
444,Ground Turkey,Food - Meat,93,67.11,404.01,Nikolos Richie,nrichiecb@is.gd,9/12/2025,Google Pay,Pune,on hold
445,Italian Herbal Seasoning,Food - Spices,54,5.66,269.67,Emory Bortolussi,ebortolussicc@yellowbook.com,5/29/2024,Apple Pay,Delhi,cancelled
446,Honey BBQ Ribs,Food - Meat,57,78.53,286.5,Demeter Szimoni,dszimonicd@chron.com,9/11/2022,credit card,Bangalore,processing
447,Herbal Tea Set,Food,4,46.31,648.3,Prissie Tortoise,ptortoisece@phpbb.com,12/31/2024,Cash,Delhi,backordered
448,Digital Meat Thermometer,Kitchen,9,39.27,212.93,Becca McGahern,bmcgaherncf@wordpress.com,5/27/2021,PayPal,Pune,backordered
449,Crispy Tofu Bites,Food - Protein,8,15.57,938.29,Isac Micheau,imicheaucg@gov.uk,2/2/2020,PayPal,Jaipur,processing
450,Organic Tomato Soup,Food - Canned Goods,45,26.82,415.55,Gina Heazel,gheazelch@shinystat.com,11/9/2026,Apple Pay,Ahmedabad,pending
451,Dog Training Whistle,Pets,2,28.16,670.0,Flinn Poulston,fpoulstonci@blogtalkradio.com,7/11/2023,credit card,Mumbai,pending
452,Pumpkin Spice Creamer,Food - Beverages,49,6.3,696.25,Mia Trengrove,mtrengrovecj@tuttocitta.it,10/20/2025,PayPal,Lucknow,pending
453,LED Makeup Mirror,Beauty,17,98.49,199.42,Marty Mordanti,mmordantick@craigslist.org,6/16/2020,Apple Pay,Jaipur,pending
454,Vegan Chocolate Cake Mix,Food - Baking,59,83.96,941.11,Elihu Yearby,eyearbycl@goo.ne.jp,11/8/2025,Google Pay,Mumbai,completed
455,Caramel Apple Chips,Food - Snacks,45,62.0,901.08,Ruperto Keld,rkeldcm@exblog.jp,5/2/2026,credit card,Pune,cancelled
456,Oven-Baked Potato Chips,Food - Snacks,19,8.75,554.09,Patrica Takos,ptakoscn@amazon.co.uk,4/19/2026,Cash,Jaipur,completed
457,Pet Bed with Removable Cover,Pets,87,19.01,699.83,Darrin Brandts,dbrandtsco@twitpic.com,3/30/2020,Google Pay,Pune,returned
458,Garden Hose Reel,Garden,5,16.41,21.89,Colline Nalder,cnaldercp@msn.com,4/25/2026,Gift card,Chennai,refunded
459,Casual Cropped Sweater,Clothing - Sweaters,7,74.47,541.06,Tamas Murkitt,tmurkittcq@smugmug.com,5/2/2023,Gift card,Chennai,shipped
460,Buffalo Wing Sauce,Food - Condiments,83,39.31,699.96,Donni Cheshire,dcheshirecr@umich.edu,2/6/2024,Cash,Chennai,cancelled
461,Honeycrisp Apples,Food - Produce,29,12.6,616.47,Janna Chasmar,jchasmarcs@huffingtonpost.com,1/3/2020,Google Pay,Hyderabad,returned
462,Fall-Themed Table Runner,Home,18,38.44,60.87,Tanhya Matveiko,tmatveikoct@php.net,8/21/2025,credit card,Ahmedabad,pending
463,Window A/C Unit,Home Appliances,48,12.95,117.87,Cullan Stroyan,cstroyancu@prlog.org,12/29/2020,credit card,Lucknow,refunded
464,Banana Peanut Butter Smoothie,Food - Frozen Foods,5,97.73,111.75,Ricki Whiteside,rwhitesidecv@mozilla.org,11/17/2026,credit card,Mumbai,completed
465,Black Bean Spaghetti,Food - Pasta,23,5.7,228.68,Freddie Ruckhard,fruckhardcw@diigo.com,9/21/2026,PayPal,Jaipur,shipped
466,Cotton Tote Bag Set,Accessories,72,23.9,963.21,Vergil Gates,vgatescx@pinterest.com,1/20/2023,Cash,Hyderabad,shipped
467,Travel Beach Blanket,Outdoor,35,69.53,870.61,Dyanne Hargraves,dhargravescy@mapy.cz,3/27/2022,credit card,Chennai,pending
468,Fitness Mat,Fitness,31,38.2,734.57,Vince Jeenes,vjeenescz@nih.gov,8/26/2025,Google Pay,Lucknow,on hold
469,Cinnamon Sugar Donuts,Food - Bakery,14,77.1,848.22,Adelbert Allison,aallisond0@ftc.gov,10/26/2020,Cash,Mumbai,processing
470,Travel Jewelry Case,Accessories,1,23.35,678.21,Cecilius Jodkowski,cjodkowskid1@go.com,12/13/2024,Cash,Hyderabad,on hold
471,Spicy BBQ Sauce,Food - Condiments,32,6.75,467.26,Cherianne Kmicicki,ckmicickid2@buzzfeed.com,1/4/2026,Cash,Ahmedabad,returned
472,USB Wall Charger,Accessories,31,92.91,629.8,Kaia Giorgeschi,kgiorgeschid3@omniture.com,7/24/2021,Gift card,Delhi,on hold
473,Sesame Noodles,Food - Grab-and-Go,49,68.23,876.8,Germayne Scholey,gscholeyd4@123-reg.co.uk,9/28/2022,Apple Pay,Hyderabad,delivered
474,Faux Fur Coat,Clothing - Coats,53,65.12,491.39,Sherilyn Ebbett,sebbettd5@chicagotribune.com,10/3/2024,Cash,Chennai,processing
475,Maple Cinnamon Almonds,Food - Nuts,26,35.06,147.16,Reynolds Batthew,rbatthewd6@slideshare.net,1/15/2022,Apple Pay,Chennai,completed
476,Watercolor Set,Art Supplies,55,45.62,174.48,Seumas Ruf,srufd7@buzzfeed.com,1/3/2023,PayPal,Kolkata,cancelled
477,Running Shorts,Clothing - Activewear,3,91.43,583.44,Gwenni Duro,gdurod8@wsj.com,7/15/2023,credit card,Chennai,shipped
478,Smart Wi-Fi Camera,Smart Home,34,58.94,654.96,Freddi Goning,fgoningd9@parallels.com,7/26/2020,Gift card,Pune,pending
479,Puffer Winter Coat,Clothing - Outerwear,95,12.22,873.37,Bing Worviell,bworviellda@mapquest.com,6/27/2024,Google Pay,Jaipur,returned
480,Habanero Hot Sauce,Food - Condiments,49,12.58,62.72,Patsy Richardsson,prichardssondb@vk.com,1/25/2023,Gift card,Hyderabad,refunded
481,High-Low Hem Tee,Clothing - Tops,91,19.15,530.01,Lemuel Landells,llandellsdc@paginegialle.it,8/15/2020,Cash,Hyderabad,cancelled
482,Casual Cropped Sweater,Clothing - Sweaters,12,41.12,524.98,Carmelita Lowther,clowtherdd@slideshare.net,12/2/2026,Google Pay,Chennai,processing
483,Chickpea Salad Deluxe,Food - Produce,80,26.03,191.75,Salli Siddle,ssiddlede@jimdo.com,7/25/2026,Gift card,Bangalore,cancelled
484,Sliced Turkey Breast,Food - Deli Meats,13,57.12,38.29,Adriane Aggett,aaggettdf@examiner.com,1/24/2020,PayPal,Delhi,shipped
485,Juice Extractor,Kitchen,18,64.24,572.38,Shari Strooband,sstroobanddg@time.com,4/30/2026,PayPal,Bangalore,pending
486,Fresh Basil Pesto,Food - Sauces,7,81.45,982.55,Jaquelin Pincott,jpincottdh@sun.com,1/8/2022,Cash,Chennai,pending
487,Portable Solar Path Lights,Outdoor,43,94.55,499.03,Gae Carrabot,gcarrabotdi@slate.com,9/5/2026,Gift card,Pune,shipped
488,Quinoa and Kale Salad Kit,Food - Salads,76,20.43,765.44,Case Durdle,cdurdledj@bandcamp.com,9/14/2023,PayPal,Pune,returned
489,Electric Nail File Kit,Beauty,72,32.33,795.04,Yolanthe Midson,ymidsondk@surveymonkey.com,2/25/2022,credit card,Delhi,processing
490,Lemon Herb Quinoa,Food - Grains,25,19.53,753.87,Kailey Jump,kjumpdl@g.co,4/26/2025,Google Pay,Jaipur,pending
491,Grass Fed Beef Patties,Food - Meat,45,40.38,648.19,Augie Hauck,ahauckdm@hp.com,1/19/2023,Google Pay,Kolkata,completed
492,Biodegradable Trash Bags,Home,15,88.69,548.45,Ema Gosker,egoskerdn@lulu.com,2/3/2020,credit card,Delhi,completed
493,Sesame Garlic Stir-Fry Sauce,Food - Sauces,38,2.33,277.61,Marci Skune,mskunedo@amazonaws.com,9/6/2023,Google Pay,Mumbai,backordered
494,Vegetable Stir-Fry Sauce,Food - Sauces,34,65.52,752.86,Dorine Freiberg,dfreibergdp@360.cn,4/11/2023,Cash,Bangalore,returned
495,Portable Solar Path Lights,Outdoor,99,21.47,950.41,Kalinda Anwyl,kanwyldq@archive.org,11/30/2023,Cash,Chennai,completed
496,Face Mask Set,Health,6,94.18,625.37,Oliviero Hustler,ohustlerdr@soundcloud.com,1/11/2025,Google Pay,Delhi,cancelled
497,Sturdy Bookends,Office,37,64.9,269.11,Melisenda Eke,mekeds@arizona.edu,3/21/2026,Google Pay,Chennai,delivered
498,Rustic Italian Bread,Food - Bakery,45,76.34,663.33,Erny Leile,eleiledt@virginia.edu,4/27/2023,Google Pay,Chennai,cancelled
499,Wireless Range Extender,Electronics,34,43.65,9.09,Nolly Millery,nmillerydu@yahoo.com,4/18/2026,Apple Pay,Pune,on hold
500,Indoor Plants,Garden,68,57.44,348.67,Ludovika Romaint,lromaintdv@eepurl.com,5/12/2024,PayPal,Ahmedabad,refunded
501,Low-Fat Cottage Cheese,Food - Dairy,87,62.78,810.04,Justis Aldin,jaldindw@unicef.org,3/18/2024,Cash,Delhi,backordered
502,Spice Rack,Kitchen,74,69.57,237.59,Emanuele Morl,emorldx@nyu.edu,5/10/2025,Apple Pay,Chennai,shipped
503,LED Table Lamp,Home,65,63.06,706.24,Tillie Roake,troakedy@addtoany.com,3/10/2021,Cash,Bangalore,cancelled
504,Air Fryer Oven,Kitchen,5,15.97,512.1,Stesha Knevet,sknevetdz@cloudflare.com,3/9/2023,credit card,Hyderabad,cancelled
505,Quinoa & Black Bean Salad,Food - Salads,58,28.24,941.02,Terry Ferneley,tferneleye0@meetup.com,12/23/2022,Gift card,Kolkata,pending
506,Roasted Red Pepper Sauce,Food - Sauces,46,20.0,833.35,Lambert Isitt,lisitte1@mlb.com,11/12/2026,Google Pay,Jaipur,shipped
507,Drone,Electronics,32,6.75,849.42,Kath Tregenza,ktregenzae2@sfgate.com,5/15/2021,Cash,Lucknow,processing
508,Stainless Steel Straws,Kitchen,41,88.48,672.74,Rochell Pervoe,rpervoee3@mozilla.org,3/18/2024,credit card,Pune,delivered
509,Pasta Portion Control Measure,Kitchen,40,78.85,899.61,Dev Gilluley,dgilluleye4@boston.com,7/1/2025,Google Pay,Bangalore,on hold
510,Premium Flashlight,Outdoor,75,49.87,766.03,Zachary Cassam,zcassame5@google.com.au,4/21/2020,Gift card,Pune,processing
511,Almond Crunch Granola Bars,Food - Snacks,37,42.71,382.83,Joycelin Ties,jtiese6@google.fr,8/7/2023,credit card,Ahmedabad,cancelled
512,Sesame Seeds,Food - Baking,65,87.76,649.27,Angus Golden of Ireland,agoldene7@live.com,5/5/2025,credit card,Ahmedabad,returned
513,Chili Lime Corn Chips,Food - Snacks,96,70.58,223.22,Vincent Leivesley,vleivesleye8@friendfeed.com,2/11/2022,Cash,Lucknow,refunded
514,Whole Grain Hamburger Buns,Food - Bakery,19,81.53,613.03,Keely Claricoates,kclaricoatese9@furl.net,1/6/2024,Apple Pay,Pune,cancelled
515,Pumpkin Spice Granola,Food - Breakfast,63,31.16,162.26,Forest Harridge,fharridgeea@stanford.edu,1/11/2024,Apple Pay,Delhi,completed
516,Essential Oils Diffuser Necklace,Health,87,12.67,750.74,Nickola MacMorland,nmacmorlandeb@163.com,11/29/2025,Gift card,Kolkata,backordered
517,Chunky Knit Sweater,Clothing - Tops,58,60.99,280.43,Ardelle Astridge,aastridgeec@guardian.co.uk,12/2/2020,Cash,Hyderabad,refunded
518,Sweet Potato Tots,Food - Frozen Foods,28,29.35,307.93,Zaria Perrelle,zperrelleed@independent.co.uk,7/11/2020,Apple Pay,Mumbai,shipped
519,Organic Ramen Noodles,Food - Pasta,51,89.8,43.61,Cele Cowin,ccowinee@google.ru,11/14/2020,credit card,Hyderabad,completed
520,Peanut Butter Protein Balls,Food - Snacks,81,93.31,112.63,Sylvester Flatman,sflatmanef@mapy.cz,5/17/2023,Google Pay,Chennai,refunded
521,Wrist Support Brace,Health,74,61.94,124.7,Auguste Wagen,awageneg@sciencedirect.com,11/17/2025,Cash,Kolkata,cancelled
522,Bluetooth Sleep Headphones,Audio,14,71.14,162.32,Austina Gethen,agetheneh@godaddy.com,7/16/2023,Google Pay,Bangalore,cancelled
523,Elegant Lace Dress,Clothing - Dresses,1,75.04,809.07,Gretta Tokley,gtokleyei@pen.io,5/13/2025,Gift card,Lucknow,processing
524,Vegetable Pizza Rolls,Food - Frozen Foods,25,3.86,92.0,Lynnett Odd,loddej@google.fr,5/22/2022,Cash,Mumbai,processing
525,Handheld Garment Steamer,Home,4,91.04,408.28,Rinaldo Agutter,ragutterek@usatoday.com,9/18/2024,credit card,Delhi,on hold
526,Gardening Gloves,Garden,52,8.96,910.4,Lindon Tollett,ltollettel@mail.ru,6/5/2022,PayPal,Hyderabad,returned
527,Pumpkin Puree,Food - Canned Goods,74,23.99,82.41,Sandy Jakov,sjakovem@fema.gov,9/12/2026,Google Pay,Bangalore,completed
528,Decorative Throw Pillows,Home,64,82.24,343.32,Vernen Baldassi,vbaldassien@jalbum.net,4/3/2025,Cash,Hyderabad,refunded
529,Chickpea Pasta,Food - Pasta,69,12.58,959.76,Abagael Gosalvez,agosalvezeo@flavors.me,2/23/2020,Google Pay,Bangalore,refunded
530,Vegan Chickpea Salad,Food - Prepared Foods,64,8.43,420.15,Violante McPeake,vmcpeakeep@flavors.me,9/21/2024,PayPal,Hyderabad,shipped
531,Honey Nut Cheerios,Food - Cereal,24,59.1,408.74,Karalee Rofe,krofeeq@purevolume.com,12/9/2022,Apple Pay,Bangalore,refunded
532,Silicone Stretch Lids,Kitchen,75,80.47,822.75,Nicol Friel,nfrieler@statcounter.com,10/30/2025,Apple Pay,Kolkata,on hold
533,Leather Biker Jacket,Clothing - Outerwear,97,66.11,234.92,Katerine Symcock,ksymcockes@amazon.de,12/7/2023,Cash,Lucknow,shipped
534,Vegetable Medley,Food - Produce,40,90.3,887.43,Clement Matthisson,cmatthissonet@who.int,12/16/2026,Cash,Mumbai,delivered
535,Pet Safety Harness,Pets,72,9.37,348.95,Hamlen Krienke,hkrienkeeu@phoca.cz,3/11/2022,Google Pay,Delhi,delivered
536,Fried Rice,Food - Frozen Foods,72,8.92,722.51,Sibel Devas,sdevasev@wired.com,4/3/2022,Gift card,Hyderabad,delivered
537,Pet Hair Remover,Pets,46,5.94,320.75,Marilyn Meechan,mmeechanew@github.com,6/12/2022,Cash,Pune,completed
538,Italian Meatballs,Food - Meat,57,5.49,674.3,Erma Klosges,eklosgesex@w3.org,12/22/2023,Gift card,Kolkata,returned
539,Gaming Headset,Gaming,49,68.24,617.28,Emelda Grishakov,egrishakovey@wired.com,7/26/2025,PayPal,Ahmedabad,cancelled
540,Organic Baby Carrots,Food - Fresh Produce,56,30.93,620.02,Christian Enric,cenricez@tinyurl.com,3/17/2020,credit card,Hyderabad,refunded
541,Nut Mix,Food - Snacks,3,27.41,146.19,Aline O'Dwyer,aodwyerf0@bigcartel.com,5/26/2025,Cash,Lucknow,backordered
542,Watercolor Brush Pens,Art Supplies,5,4.52,891.32,Ninnetta Minty,nmintyf1@sourceforge.net,7/17/2022,credit card,Bangalore,completed
543,Bamboo Utensil Set,Kitchen,48,66.7,658.91,Jarrid Gilbride,jgilbridef2@princeton.edu,3/6/2021,PayPal,Mumbai,refunded
544,Pet Hair Vacuum Cleaner Attachment,Pets,75,86.37,892.11,Dido Marden,dmardenf3@clickbank.net,4/20/2024,Cash,Jaipur,refunded
545,Cordless Electric Screwdriver,Tools,47,50.92,258.1,Clerkclaude Aucott,caucottf4@rediff.com,7/10/2022,Gift card,Chennai,completed
546,Smartphone Photography Ring Light,Photography,76,94.87,296.33,Zarla Bauduin,zbauduinf5@msu.edu,2/8/2021,PayPal,Mumbai,backordered
547,Coconut Yogurt,Food - Dairy Alternatives,49,32.79,424.56,Giorgia Richardt,grichardtf6@feedburner.com,10/4/2023,PayPal,Ahmedabad,backordered
548,Sports Bottle,Fitness,38,72.19,394.16,Durward Gyorgy,dgyorgyf7@abc.net.au,4/6/2026,Google Pay,Chennai,delivered
549,Craft Beer Mustard,Food - Condiments,8,37.45,764.19,Yancy Varty,yvartyf8@dropbox.com,11/18/2020,credit card,Jaipur,refunded
550,Home Delivery Food Journal,Health,93,29.83,774.79,Jayson Dermott,jdermottf9@alibaba.com,8/10/2024,Gift card,Pune,cancelled
551,Honey Mustard Sauce,Food - Condiments,58,56.78,13.19,Ermin Nunns,enunnsfa@reverbnation.com,8/18/2025,Gift card,Lucknow,on hold
552,Eco-Friendly Disposable Plates,Kitchen,36,75.37,792.74,Isis Fraine,ifrainefb@cbslocal.com,10/3/2023,Apple Pay,Pune,backordered
